Arabic Sentence,English Translation
الموضوعية بالنسبة له ليست هي الدور الحقيقي للصحافة، وإنما ما يميز الصحافة حقا هي مراقبتها للسلطة ومراكز القوى;,"For him, objectivity is not the real role of the press, but what really characterizes the press is its monitoring of power and power centres;"
يعتقدون أن النصر هو نتاج الجهاد الذي لا يتطلب معرفة عميقة بالحياة ولا تجارب عدة فيها;,"They believe that victory is the product of jihad, which requires neither deep knowledge of life nor many experiences in life;"
وقع حصان أحد المزارعين في بئر مياه عميقة ولكنها جافة,A farmer's horse fell into a deep but dry water well.
انتهت اليوم إجازتي المرضية واستعددت لأعود إلى مهنتي,"Today's my sick leave, and I'm ready to go back to my career."
غالب الإصابات تحصل بعد بلوغ الستين من العمر,Most injuries occur after the age of 60.
يتوقع أن يجري مباحثات تتركز على التعاون بين واشنطن وإسلام آباد في مكافحة الإرهاب,Discussions are expected to focus on cooperation between Washington and Islamabad in the fight against terrorism.
لا نقبل الدعم المشروط ان لم يتوافق مع أولوياتنا,We don't accept conditional support if it doesn't match our priorities.
دولة قطر هي أول دولة عربية تستضيف الألعاب الأسيوية التي تقام كل أربع سنوات,The State of Qatar is the first Arab country to host the Asian Games every four years.
لقي عشرات الأشخاص مصرعهم في حادث تصادم قطار للركاب بشاحنة,Dozens of people were killed in a passenger train crash in a truck.
انصرف المتظاهرون بعد انتهاء المظاهرة في هدوء,The protestors left after the demonstration ended quietly.
نحن أول المطالبين بأن تكون هدنة المئة يوم سارية;المفعول كل على;الجبهات,We're the first to demand that the 100-day truce be in effect; all on the fronts.
استغربت لوجود هذا الكم الهائل من الطيور خلف الباب,I was surprised that there were so many birds behind the door.
لم يكن المحلل المالي مفرطا في التفاؤل,The financial analyst wasn't overly optimistic.
لا وجود لاختراع من اختراعات القرن المنصرم نال ما حازه التلفزيون من إقبال وتنويع وتطوير وإضافات,"There's no invention of last century's inventions... ..that's got TV's reception, diversification, development, and additions."
سيفهم الجميع، ولكن عندئذ سيكون الوقت قد فات,"Everyone will understand, but then it'll be too late."
كرامة الإنسان أضحت في مهب الريح,Human dignity is in the wind.
أصبحنا نعمل معا في مكتب استشاري هندسي,We're working together in an engineering consultant's office.
هذا هو العالم الجليل سعيد بن جبير;,This is the Holy World of Said Bin Jabir;
حاول تبرير ما فعله بأنه كان بسبب الانفعال,"He tried to justify what he did, because it was emotional."
لا زالت الأسئلة تتوالى,The questions are still coming up.
خوانى ما هى إلا أيام قلائل حتى تكتمل دورة الفلك ويشرق على الدنيا هلال شهر رمضان المبارك,"Juani, it is only a few days until the orbit of the ark is completed and the holy month of Ramadan is brightened in the world."
دائما نصدر المنتج الأجود من المعروض في الداخل,We always export the finest product on the inside.
يتقلب على فراشه كأنه يتقلب على الجمر,He flips on his bed like he's flipping on the rum.
يقف عند الباب سادا الضوء الذي كان يتسلل إلى الداخل من الفناء,The light that was sneaking into the courtyard.
اعتبر أن التقدم الذي تم تحقيقه في العراق غير مرض,Consider the progress achieved in Iraq unsatisfactory.
الصحف القومية تهاجم الوزير وصحف المعارضة تؤيده,National newspapers attack the minister and opposition newspapers support him.
غير مسموح لنا أن نشرب مع الزبائن,We're not allowed to drink with customers.
واكدت مصادر مقربة من رئيس الوزراء ان الحكومة لن تقبل بتكرار تجربة التدوير,Sources close to the Prime Minister have confirmed that the government will not accept repeated recycling experience.
